Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Honda,Jazz 1.2,Coimbatore,2017,66507,Petrol,Second,19.0 kmpl,1199 CC,5.43
Ford,Endeavour 3.2,Coimbatore,2017,54650,Diesel,First,10.91 kmpl,3198 CC,30.35
Nissan,Sunny XL,Hyderabad,2014,32000,Petrol,First,17.97 kmpl,1498 CC,7.99
Skoda,Octavia Ambiente,Coimbatore,2011,75378,Diesel,First,18.7 kmpl,1896 CC,3.59
Chevrolet,Beat Diesel,Chennai,2012,82697,Diesel,First,25.44 kmpl,936 CC,1.9
Toyota,Camry W2,Chennai,2009,135000,Petrol,First,12.1 kmpl,2362 CC,4.7
Renault,Duster 110PS,Chennai,2012,149000,Diesel,First,19.01 kmpl,1461 CC,7.25
Mercedes-Benz,GLA Class,Kochi,2016,26212,Diesel,First,17.9 kmpl,2143 CC,24.46
Tata,Zest Revotron,Pune,2014,23500,Petrol,Second,17.57 kmpl,1193 CC,3.9
Hyundai,i20 1.2,Coimbatore,2013,56127,Petrol,First,18.5 kmpl,1197 CC,5.15
Maruti,Wagon R,Mumbai,2015,26000,Petrol,First,21.5 kmpl,1197 CC,3.65
Hyundai,Xcent 1.2,Kolkata,2016,26000,Diesel,First,25.4 kmpl,1186 CC,5.0
Honda,City 1.5,Kolkata,2009,42000,Petrol,First,17.0 kmpl,1497 CC,2.3
Hyundai,Accent GLE,Pune,2001,130000,Petrol,Second,13.2 kmpl,1495 CC,0.75
Hyundai,Verna Xi,Kochi,2009,137148,Petrol,Second,13.9 kmpl,1599 CC,1.85
Ford,Figo Petrol,Kolkata,2010,114703,Petrol,First,15.6 kmpl,1196 CC,1.8
Honda,Amaze S,Kochi,2014,97439,Diesel,First,25.8 kmpl,1498 CC,4.41
Maruti,Wagon R,Chennai,2006,40000,Petrol,First,18.9 kmpl,998 CC,2.0
Maruti,Swift VDI,Hyderabad,2014,81609,Diesel,First,17.8 kmpl,1248 CC,5.55
Mercedes-Benz,E-Class Facelift,Bangalore,2014,28000,Diesel,First,13.0 kmpl,2987 CC,31.75
Audi,A6 2011-2015,Bangalore,2015,37500,Diesel,First,17.68 kmpl,1968 CC,32.0
Mercedes-Benz,S Class,Hyderabad,2010,37000,Diesel,First,13.5 kmpl,2987 CC,21.0
Maruti,Swift Dzire,Ahmedabad,2010,83000,Diesel,First,19.3 kmpl,1248 CC,2.75
Toyota,Corolla H2,Coimbatore,2005,79012,Petrol,First,13.4 kmpl,1794 CC,2.64
Mahindra,Scorpio S10,Kochi,2018,27395,Diesel,First,15.4 kmpl,2179 CC,14.19
Maruti,Wagon R,Jaipur,2017,35362,Petrol,First,22.5 kmpl,998 CC,3.85
Toyota,Fortuner 4x2,Delhi,2014,117000,Diesel,First,13.0 kmpl,2982 CC,15.5
Maruti,Zen Estilo,Mumbai,2010,23000,Petrol,First,18.2 kmpl,1061 CC,1.9
Tata,Nano CX,Kochi,2014,59508,Petrol,First,25.4 kmpl,624 CC,1.26
Hyundai,i20 Magna,Chennai,2009,69000,Petrol,Second,18.5 kmpl,1197 CC,2.4
BMW,3 Series,Bangalore,2010,58000,Diesel,First,22.69 kmpl,1995 CC,11.5
Mahindra,XUV500 W6,Jaipur,2014,88511,Diesel,First,16.0 kmpl,2179 CC,8.25
Volkswagen,Vento IPL,Pune,2011,66000,Petrol,First,15.8 kmpl,1598 CC,2.75
Skoda,Fabia 1.2,Delhi,2009,65000,Petrol,Second,17.5 kmpl,1198 CC,1.4
Tata,Nano Twist,Coimbatore,2015,30676,Petrol,First,25.4 kmpl,624 CC,2.9
Ford,Figo Diesel,Chennai,2011,76000,Diesel,First,20.0 kmpl,1399 CC,2.4
Volkswagen,Vento IPL,Pune,2013,23627,Petrol,First,14.8 kmpl,1598 CC,4.75
Land,Rover Range,Kochi,2018,52827,Diesel,First,12.7 kmpl,2179 CC,44.76
Honda,City i,Kochi,2015,64465,Diesel,First,26.0 kmpl,1498 CC,6.22
Renault,KWID Climber,Chennai,2018,14000,Petrol,First,22.5 kmpl,999 CC,4.5
Hyundai,Grand i10,Mumbai,2015,26000,Petrol,First,18.9 kmpl,1197 CC,4.25
Chevrolet,Cruze LTZ,Hyderabad,2011,78203,Diesel,First,18.1 kmpl,1991 CC,5.5
Hyundai,i20 1.4,Mumbai,2017,27000,Diesel,First,22.54 kmpl,1396 CC,6.95
Maruti,Alto K10,Coimbatore,2018,31919,Petrol,First,24.07 kmpl,998 CC,4.56
Hyundai,Creta 1.6,Coimbatore,2016,47392,Diesel,First,20.5 kmpl,1582 CC,13.82
Honda,Amaze VX,Mumbai,2016,17362,Petrol,First,18.0 kmpl,1198 CC,5.65
Hyundai,i20 Active,Kochi,2016,49716,Diesel,First,21.19 kmpl,1396 CC,6.2
Maruti,Celerio VXI,Delhi,2014,48000,Petrol,First,23.1 kmpl,998 CC,3.25
Audi,A4 2.0,Kolkata,2009,46000,Diesel,First,16.55 kmpl,1968 CC,8.5
Hyundai,Verna 1.4,Bangalore,2016,79000,Diesel,First,24.8 kmpl,1396 CC,7.25
Renault,Fluence Diesel,Pune,2013,57000,Diesel,First,21.8 kmpl,1461 CC,4.61
Volkswagen,Polo 1.2,Delhi,2016,29754,Petrol,First,16.2 kmpl,1199 CC,5.3
Tata,Indigo LX,Ahmedabad,2012,50123,Diesel,First,17.0 kmpl,1405 CC,1.9
Hyundai,i10 Sportz,Kochi,2012,57184,Petrol,First,20.36 kmpl,1197 CC,3.09
BMW,7 Series,Mumbai,2007,75000,Diesel,Second,16.46 kmpl,2993 CC,9.5
Hyundai,Creta 1.6,Mumbai,2015,26000,Diesel,First,17.01 kmpl,1582 CC,12.65
Hyundai,Grand i10,Delhi,2016,22129,Petrol,First,18.9 kmpl,1197 CC,4.25
Maruti,Ritz VDi,Hyderabad,2011,127887,Diesel,First,21.1 kmpl,1248 CC,2.95
Mahindra,Scorpio 2.6,Hyderabad,2006,92000,Diesel,First,10.5 kmpl,2179 CC,3.45
Hyundai,i10 Era,Hyderabad,2011,60634,Petrol,First,19.81 kmpl,1086 CC,3.3
Tata,Safari Storme,Hyderabad,2014,90000,Diesel,First,14.0 kmpl,2179 CC,8.0
Honda,Civic 2006-2010,Kolkata,2009,59000,Petrol,First,13.5 kmpl,1799 CC,2.71
Maruti,Zen Estilo,Hyderabad,2012,59293,Petrol,First,18.2 kmpl,998 CC,2.7
Maruti,Swift Dzire,Mumbai,2012,80753,Diesel,Second,23.4 kmpl,1248 CC,4.5
Toyota,Fortuner 4x2,Delhi,2015,40000,Diesel,Second,13.0 kmpl,2982 CC,18.75
Maruti,Swift VDI,Pune,2014,103000,Diesel,Second,28.4 kmpl,1248 CC,5.25
Maruti,Wagon R,Hyderabad,2012,72389,LPG,First,26.2 km/kg,998 CC,3.2
Maruti,Dzire LDI,Pune,2017,48000,Diesel,First,28.4 kmpl,1248 CC,6.0
Hyundai,Grand i10,Kolkata,2014,41000,Petrol,First,18.9 kmpl,1197 CC,3.14
Renault,KWID RXL,Jaipur,2016,26000,Petrol,First,25.17 kmpl,799 CC,2.55
Tata,Indigo CS,Jaipur,2012,30000,Petrol,Second,15.64 kmpl,1193 CC,2.3
Ford,Figo Diesel,Hyderabad,2014,74624,Diesel,First,20.0 kmpl,1399 CC,5.65
Porsche,Cayenne 2009-2014,Kochi,2015,47877,Diesel,First,15.15 kmpl,2967 CC,48.22
Maruti,Alto K10,Jaipur,2016,35000,Petrol,First,24.07 kmpl,998 CC,3.0
Volkswagen,Vento 1.5,Ahmedabad,2015,52123,Diesel,First,20.34 kmpl,1498 CC,7.5
Mahindra,Scorpio 2.6,Bangalore,2005,90000,Diesel,First,10.5 kmpl,2179 CC,2.6
BMW,X3 xDrive,Mumbai,2018,1400,Diesel,First,18.56 kmpl,1995 CC,61.25
Honda,City 1.5,Chennai,2009,122000,Petrol,Second,17.0 kmpl,1497 CC,3.5
Mini,Cooper 3,Kochi,2016,21110,Petrol,First,17.44 kmpl,1998 CC,28.95
Mitsubishi,Pajero Sport,Pune,2015,78000,Diesel,First,13.5 kmpl,2477 CC,15.0
Maruti,Swift Dzire,Jaipur,2012,72000,Diesel,First,19.3 kmpl,1248 CC,4.25
Bentley,Continental Flying,Hyderabad,2006,48000,Petrol,First,8.6 kmpl,5998 CC,59.0
Maruti,Ertiga VDI,Pune,2013,43486,Diesel,First,20.77 kmpl,1248 CC,6.6
Toyota,Innova 2.5,Hyderabad,2007,199000,Diesel,Second,12.8 kmpl,2494 CC,5.2
Mercedes-Benz,New C-Class,Chennai,2010,34000,Petrol,First,11.7 kmpl,1796 CC,10.0
Mercedes-Benz,New C-Class,Bangalore,2016,37944,Diesel,First,14.84 kmpl,2143 CC,35.0
Ford,Ecosport 1.5,Mumbai,2017,30000,Diesel,First,22.7 kmpl,1498 CC,8.75
Toyota,Etios Liva,Coimbatore,2015,64005,Petrol,First,17.71 kmpl,1197 CC,4.57
Hyundai,i10 Magna,Delhi,2012,62000,Petrol,First,20.36 kmpl,1197 CC,2.5
Hyundai,Santro LP,Chennai,2005,105000,Petrol,First,0.0 kmpl,999 CC,1.75
Land,Rover Freelander,Kochi,2014,59885,Diesel,First,12.39 kmpl,2179 CC,20.11
Toyota,Innova 2.5,Hyderabad,2011,144471,Diesel,First,12.8 kmpl,2494 CC,7.8
Hyundai,i20 1.2,Coimbatore,2011,63991,Petrol,First,18.5 kmpl,1197 CC,3.61
Hyundai,Santro Xing,Pune,2007,72000,Petrol,Second,17.0 kmpl,1086 CC,1.11
Nissan,Micra XV,Mumbai,2015,34895,Petrol,First,19.15 kmpl,1198 CC,4.6
BMW,X6 xDrive,Ahmedabad,2015,97003,Diesel,First,15.87 kmpl,2993 CC,85.0
Honda,City 1.5,Kolkata,2015,45000,Petrol,First,16.8 kmpl,1497 CC,5.25
Honda,Amaze E,Delhi,2013,45000,Diesel,Second,25.8 kmpl,1498 CC,3.3
Toyota,Fortuner 3.0,Bangalore,2013,100000,Diesel,Second,11.5 kmpl,2982 CC,17.75
Land,Rover Discovery,Delhi,2016,70000,Diesel,First,12.97 kmpl,2179 CC,35.0
Hyundai,Creta 1.6,Coimbatore,2016,37023,Diesel,First,19.67 kmpl,1582 CC,13.39
Chevrolet,Beat Diesel,Chennai,2012,81000,Diesel,First,25.44 kmpl,936 CC,2.5
Toyota,Innova Crysta,Kochi,2017,20789,Diesel,First,11.36 kmpl,2755 CC,18.36
Maruti,Swift Dzire,Jaipur,2015,68310,Diesel,First,23.4 kmpl,1248 CC,5.95
Hyundai,Creta 1.6,Mumbai,2015,47250,Diesel,Second,19.67 kmpl,1582 CC,11.0
Land,Rover Range,Delhi,2014,47000,Diesel,Second,12.65 kmpl,2993 CC,64.75
Honda,Amaze VX,Hyderabad,2017,128000,Diesel,First,25.8 kmpl,1498 CC,6.3
Hyundai,Creta 1.6,Kochi,2017,17702,Petrol,First,15.29 kmpl,1591 CC,11.94
Volkswagen,Vento Sport,Mumbai,2014,34987,Petrol,First,18.19 kmpl,1197 CC,5.95
Honda,City i,Ahmedabad,2017,37000,Diesel,First,26.0 kmpl,1498 CC,11.0
Hyundai,Creta 1.6,Coimbatore,2017,38271,Petrol,First,15.29 kmpl,1591 CC,12.53
Ford,Figo Diesel,Bangalore,2012,32510,Diesel,Second,20.0 kmpl,1399 CC,3.75
BMW,5 Series,Pune,2014,88000,Diesel,First,14.69 kmpl,2993 CC,27.0
Mitsubishi,Pajero 2.8,Pune,2012,116000,Diesel,First,10.5 kmpl,2835 CC,9.95
Renault,Duster 85PS,Jaipur,2013,156000,Diesel,First,19.87 kmpl,1461 CC,4.2
Maruti,Ritz VXI,Delhi,2010,75319,Petrol,Second,21.1 kmpl,1197 CC,2.0
Hyundai,Grand i10,Kolkata,2013,28000,Petrol,First,18.9 kmpl,1197 CC,3.25
Mercedes-Benz,GLA Class,Bangalore,2017,16500,Diesel,First,17.9 kmpl,2143 CC,34.0
BMW,5 Series,Coimbatore,2016,75637,Diesel,First,22.48 kmpl,1995 CC,30.37
Hyundai,Creta 1.6,Kochi,2018,32854,Petrol,First,13.0 kmpl,1591 CC,12.6
Renault,KWID RXT,Kochi,2019,6568,Petrol,First,25.17 kmpl,799 CC,5.09
Audi,A4 3.0,Bangalore,2014,30000,Diesel,First,14.94 kmpl,2967 CC,24.5
Maruti,Ciaz VDI,Kochi,2018,17804,Diesel,Second,28.09 kmpl,1248 CC,7.97
Honda,Jazz S,Delhi,2011,69768,Petrol,First,16.0 kmpl,1198 CC,2.9
BMW,3 Series,Kochi,2016,62404,Diesel,First,22.69 kmpl,1995 CC,21.33
Hyundai,Verna SX,Bangalore,2012,97000,Diesel,Second,19.08 kmpl,1582 CC,6.5
Hyundai,Creta 1.4,Coimbatore,2016,55687,Diesel,First,21.38 kmpl,1396 CC,12.15
Volkswagen,Vento 2013-2015,Kolkata,2014,17000,Petrol,First,15.04 kmpl,1598 CC,4.25
BMW,3 Series,Coimbatore,2017,34232,Diesel,First,21.76 kmpl,1995 CC,35.84
Honda,CR-V Petrol,Chennai,2004,135000,Petrol,Third,14.4 kmpl,1997 CC,3.0
Renault,Duster 110PS,Chennai,2012,80000,Diesel,First,19.72 kmpl,1461 CC,6.75
Hyundai,i20 Asta,Bangalore,2014,31045,Petrol,Second,18.6 kmpl,1197 CC,5.65
Volkswagen,Jetta 2013-2015,Pune,2013,58000,Diesel,Second,16.96 kmpl,1968 CC,7.5
Hyundai,Creta 1.6,Kochi,2018,35480,Diesel,First,19.67 kmpl,1582 CC,13.34
Maruti,Ciaz VDI,Hyderabad,2016,62287,Diesel,First,28.09 kmpl,1248 CC,7.9
Hyundai,i20 Asta,Coimbatore,2015,46162,Diesel,First,22.54 kmpl,1396 CC,6.98
Hyundai,Verna 1.6,Mumbai,2014,9200,Petrol,First,17.01 kmpl,1591 CC,5.75
Volkswagen,Polo Diesel,Kolkata,2012,55339,Diesel,First,22.07 kmpl,1199 CC,2.65
Volkswagen,Polo Diesel,Kolkata,2011,55476,Diesel,First,22.07 kmpl,1199 CC,2.49
Maruti,SX4 Vxi,Pune,2007,68553,Petrol,Second,15.0 kmpl,1586 CC,1.5
Honda,Mobilio RS,Kochi,2016,67376,Diesel,First,24.5 kmpl,1498 CC,6.5
Renault,Duster 110PS,Hyderabad,2013,42000,Diesel,First,19.64 kmpl,1461 CC,8.0
Toyota,Fortuner 2.8,Coimbatore,2019,28069,Diesel,First,12.9 kmpl,2755 CC,30.85
Volvo,XC60 D4,Kochi,2014,93144,Diesel,First,14.7 kmpl,1984 CC,17.15
Maruti,Celerio VXI,Hyderabad,2014,24300,Petrol,First,23.1 kmpl,998 CC,4.55
Maruti,Ciaz ZDi,Hyderabad,2015,47883,Diesel,Second,26.21 kmpl,1248 CC,7.4
Audi,Q5 2008-2012,Kochi,2013,12467,Diesel,First,12.8 kmpl,1968 CC,25.64
BMW,X1 sDrive,Kolkata,2013,56683,Diesel,Second,17.05 kmpl,1995 CC,13.5
Ford,Figo Petrol,Bangalore,2013,38000,Petrol,First,15.6 kmpl,1196 CC,3.55
Hyundai,Elantra CRDi,Ahmedabad,2018,35000,Diesel,First,22.7 kmpl,1582 CC,15.0
Hyundai,Verna 1.6,Pune,2007,80000,Petrol,Second,13.9 kmpl,1599 CC,1.95
Honda,Civic 2006-2010,Pune,2006,125000,Petrol,Second,13.5 kmpl,1799 CC,2.3
Toyota,Fortuner 4x4,Chennai,2013,123000,Diesel,Second,12.55 kmpl,2982 CC,15.0
Hyundai,i10 Sportz,Chennai,2012,70000,Petrol,First,20.36 kmpl,1197 CC,3.15
Nissan,Sunny 2011-2014,Hyderabad,2012,87982,Diesel,First,21.64 kmpl,1461 CC,5.0
BMW,5 Series,Jaipur,2013,40714,Diesel,Second,18.12 kmpl,1995 CC,24.75
Chevrolet,Optra Magnum,Pune,2008,83000,Diesel,Second,16.52 kmpl,1991 CC,2.6
Hyundai,i10 Asta,Ahmedabad,2011,86000,Petrol,First,20.36 kmpl,1197 CC,3.75
Skoda,Laura Ambiente,Ahmedabad,2009,60002,Diesel,Second,17.5 kmpl,1896 CC,4.85
Mercedes-Benz,E-Class 2009-2013,Jaipur,2013,60000,Diesel,First,10.0 kmpl,2148 CC,27.0
Honda,Amaze SX,Kolkata,2014,84677,Diesel,First,25.8 kmpl,1498 CC,3.0
BMW,X1 xDrive,Delhi,2017,23000,Diesel,First,20.68 kmpl,1995 CC,28.75
Toyota,Innova 2.5,Hyderabad,2016,81424,Diesel,First,12.99 kmpl,2494 CC,14.49
Porsche,Panamera 2010,Delhi,2013,36400,Diesel,First,7.5 kmpl,4806 CC,72.0
Nissan,Sunny XV,Chennai,2012,70000,Diesel,Second,22.71 kmpl,1461 CC,4.0
Maruti,Swift Dzire,Delhi,2015,40000,Diesel,Second,26.59 kmpl,1248 CC,4.5
Maruti,Wagon R,Mumbai,2019,600,Petrol,First,21.5 kmpl,1197 CC,6.25
Volkswagen,Jetta 2013-2015,Pune,2015,65320,Diesel,Second,16.96 kmpl,1968 CC,11.5
Honda,Accord 2.4,Pune,2009,79000,Petrol,Third,9.8 kmpl,2354 CC,3.1
Honda,City i,Mumbai,2018,5000,Petrol,First,17.8 kmpl,1497 CC,10.11
Hyundai,Verna 1.6,Coimbatore,2019,6028,Petrol,First,17.01 kmpl,1591 CC,11.54
Maruti,Wagon R,Delhi,2006,86000,Petrol,Second,18.9 kmpl,998 CC,1.0
Maruti,Swift Dzire,Kolkata,2013,160000,Diesel,Second,23.4 kmpl,1248 CC,2.5
Audi,Q5 2008-2012,Kochi,2011,59967,Petrol,First,9.74 kmpl,1984 CC,18.0
Toyota,Etios Cross,Coimbatore,2018,43127,Diesel,First,23.59 kmpl,1364 CC,6.85
Hyundai,i10 Era,Kochi,2012,65727,Petrol,First,19.81 kmpl,1086 CC,2.97
Hyundai,Verna 1.6,Pune,2013,70000,Petrol,First,17.01 kmpl,1591 CC,4.75
Volkswagen,Polo 1.5,Coimbatore,2018,39861,Diesel,First,20.14 kmpl,1498 CC,7.38
BMW,5 Series,Delhi,2017,16485,Diesel,First,22.48 kmpl,1995 CC,42.75
Hyundai,i20 1.4,Bangalore,2010,77332,Diesel,Second,23.0 kmpl,1396 CC,3.65
Hyundai,Grand i10,Kochi,2017,17489,Petrol,First,18.9 kmpl,1197 CC,5.99
Toyota,Fortuner 4x2,Pune,2012,125000,Diesel,First,11.5 kmpl,2982 CC,13.5
Maruti,Baleno Zeta,Chennai,2016,35129,Petrol,First,21.4 kmpl,1197 CC,7.0
Hyundai,Creta 1.6,Hyderabad,2016,22982,Petrol,First,13.0 kmpl,1591 CC,10.95
Hyundai,i10 Sportz,Pune,2013,54500,Petrol,Third,20.36 kmpl,1197 CC,2.95
Tata,Tigor XE,Ahmedabad,2017,16235,Diesel,First,24.7 kmpl,1047 CC,5.5
Skoda,Superb Style,Kochi,2017,73641,Petrol,First,14.67 kmpl,1798 CC,17.08
Maruti,Swift Dzire,Hyderabad,2015,59572,Diesel,First,26.59 kmpl,1248 CC,6.85
Honda,CR-V 2.0,Jaipur,2014,112827,Petrol,First,13.1 kmpl,1997 CC,10.5
Toyota,Innova 2.5,Hyderabad,2010,118000,Diesel,First,12.8 kmpl,2494 CC,8.75
Honda,City 1.5,Kolkata,2010,60000,Petrol,First,17.0 kmpl,1497 CC,2.7
Hyundai,Verna VTVT,Mumbai,2012,75059,Petrol,First,17.0 kmpl,1591 CC,4.25
Toyota,Etios 1.4,Pune,2018,3000,Diesel,First,23.59 kmpl,1364 CC,7.9
Skoda,Superb Elegance,Delhi,2011,78000,Petrol,Second,13.7 kmpl,1798 CC,4.5
Nissan,Sunny 2011-2014,Kolkata,2012,47000,Diesel,First,21.64 kmpl,1461 CC,4.0
Honda,City 1.5,Delhi,2012,42000,Petrol,First,17.0 kmpl,1497 CC,4.75
Hyundai,Elite i20,Kolkata,2018,6820,Diesel,First,22.54 kmpl,1396 CC,7.65
Chevrolet,Optra 1.6,Kochi,2013,55176,Petrol,Second,17.4 kmpl,1599 CC,3.47
Honda,Amaze S,Kochi,2016,39854,Petrol,First,18.0 kmpl,1198 CC,5.64
Volkswagen,Polo Petrol,Kolkata,2013,24000,Petrol,First,16.47 kmpl,1198 CC,2.95
Maruti,Swift VDI,Jaipur,2016,55000,Diesel,First,22.9 kmpl,1248 CC,5.65
Ford,Endeavour 3.0L,Kochi,2012,45840,Diesel,First,11.4 kmpl,2953 CC,8.41
Maruti,Baleno LXI,Pune,2006,155000,Petrol,Third,15.4 kmpl,1590 CC,0.85
Maruti,Wagon R,Pune,2003,125000,Petrol,Second,18.9 kmpl,998 CC,0.8
Volkswagen,Polo 1.5,Coimbatore,2014,52951,Diesel,First,20.14 kmpl,1498 CC,5.65
Hyundai,Verna 1.6,Kolkata,2013,49000,Petrol,First,17.1 kmpl,1591 CC,4.5
Maruti,Ciaz ZDi,Ahmedabad,2015,52000,Diesel,First,28.09 kmpl,1248 CC,6.9
Toyota,Qualis Fleet,Mumbai,2001,227000,Diesel,Fourth & Above,0.0 kmpl,2446 CC,2.2
Nissan,Sunny 2011-2014,Jaipur,2013,120005,Diesel,First,21.64 kmpl,1461 CC,4.0
Skoda,Rapid 1.6,Mumbai,2015,33000,Petrol,First,15.0 kmpl,1598 CC,5.6
Maruti,Eeco 7,Delhi,2016,126000,Petrol,First,15.1 kmpl,1196 CC,2.2
Skoda,Rapid Ultima,Bangalore,2013,66700,Petrol,First,15.0 kmpl,1598 CC,4.0
Toyota,Fortuner 4x4,Jaipur,2014,122000,Diesel,Second,12.55 kmpl,2982 CC,16.0
Hyundai,Creta 1.6,Mumbai,2016,29000,Diesel,First,19.67 kmpl,1582 CC,12.6
Hyundai,i20 Magna,Kochi,2014,42315,Petrol,First,18.5 kmpl,1197 CC,4.79
Maruti,Wagon R,Mumbai,2015,22001,CNG,First,26.6 km/kg,998 CC,3.65
Honda,City i,Kochi,2016,84580,Diesel,First,26.0 kmpl,1498 CC,6.83
Maruti,800 Std,Jaipur,2002,75000,Petrol,First,16.1 kmpl,796 CC,0.51
Ford,Ikon 1.3,Pune,2006,85000,Petrol,Second,13.8 kmpl,1299 CC,0.69
Maruti,Swift Dzire,Delhi,2015,24296,Petrol,First,20.85 kmpl,1197 CC,4.65
Honda,City 1.5,Kolkata,2014,40000,Petrol,First,16.8 kmpl,1497 CC,6.49
Hyundai,Verna CRDi,Chennai,2009,64514,Diesel,First,16.8 kmpl,1493 CC,2.9
Hyundai,Verna 1.6,Delhi,2016,35000,Petrol,First,17.01 kmpl,1591 CC,7.4
Renault,KWID RXT,Bangalore,2016,41000,Petrol,Second,25.17 kmpl,799 CC,3.25
Maruti,Wagon R,Ahmedabad,2008,60123,Petrol,Second,18.9 kmpl,998 CC,1.95
Hyundai,Grand i10,Jaipur,2015,53000,Petrol,Second,18.9 kmpl,1197 CC,4.0
Hyundai,i20 1.2,Delhi,2017,9000,Petrol,First,18.6 kmpl,1197 CC,6.85
Honda,Amaze S,Coimbatore,2015,53497,Petrol,First,18.0 kmpl,1198 CC,5.45
Ford,Fiesta 1.4,Hyderabad,2007,68000,Diesel,First,17.8 kmpl,1399 CC,1.99
Hyundai,Verna SX,Hyderabad,2014,65000,Diesel,First,19.08 kmpl,1582 CC,8.99
Toyota,Etios VD,Kolkata,2014,45155,Diesel,First,23.59 kmpl,1364 CC,6.5
Honda,Jazz 1.2,Coimbatore,2018,20026,Petrol,First,19.0 kmpl,1199 CC,9.27
Hyundai,Verna 1.6,Ahmedabad,2015,60000,Diesel,First,23.9 kmpl,1582 CC,6.99
Mercedes-Benz,CLA 200,Coimbatore,2019,15976,Diesel,First,17.9 kmpl,2143 CC,36.76
Skoda,Octavia Elegance,Kochi,2017,30523,Petrol,First,14.7 kmpl,1798 CC,17.08
Chevrolet,Beat Diesel,Kolkata,2013,26300,Diesel,First,25.44 kmpl,936 CC,2.8
Volkswagen,Polo Diesel,Kolkata,2011,66000,Diesel,First,22.07 kmpl,1199 CC,2.49
Maruti,SX4 S,Jaipur,2016,70000,Diesel,First,23.65 kmpl,1248 CC,8.85
Honda,City V,Ahmedabad,2011,46000,Petrol,First,16.8 kmpl,1497 CC,4.15
Volkswagen,Vento 1.5,Hyderabad,2017,28000,Diesel,First,20.64 kmpl,1498 CC,10.0
Hyundai,Grand i10,Delhi,2017,46000,Petrol,First,18.9 kmpl,1197 CC,4.75
Renault,KWID AMT,Jaipur,2017,33000,Petrol,First,24.04 kmpl,999 CC,3.2
Maruti,Alto 800,Kochi,2017,27718,Petrol,First,22.74 kmpl,796 CC,3.28
Ford,Ecosport 1.5,Bangalore,2013,58000,Petrol,First,15.8 kmpl,1499 CC,7.5
Maruti,Baleno Zeta,Coimbatore,2018,33150,Petrol,First,21.4 kmpl,1197 CC,7.39
Maruti,Ritz VDi,Pune,2013,77000,Diesel,First,23.2 kmpl,1248 CC,3.65
Mercedes-Benz,E-Class 280,Chennai,2007,70000,Diesel,First,11.0 kmpl,2987 CC,11.0
Maruti,Ritz VDi,Kolkata,2012,97000,Diesel,First,23.2 kmpl,1248 CC,3.0
Chevrolet,Beat Diesel,Chennai,2012,75300,Diesel,Second,25.44 kmpl,936 CC,2.25
Maruti,SX4 Vxi,Kochi,2010,69918,Petrol,First,15.5 kmpl,1586 CC,2.83
Maruti,Omni 5,Coimbatore,2019,4721,Petrol,First,14.0 kmpl,796 CC,4.11
Mitsubishi,Pajero Sport,Kolkata,2014,39163,Diesel,First,13.5 kmpl,2477 CC,14.7
Mercedes-Benz,S Class,Pune,2013,80000,Petrol,First,13.0 kmpl,2987 CC,25.0
Chevrolet,Beat Diesel,Bangalore,2015,66000,Diesel,First,25.44 kmpl,936 CC,2.35
Ford,Figo 2015-2019,Coimbatore,2017,36154,Diesel,Second,25.83 kmpl,1498 CC,6.41
Honda,City i-VTEC,Ahmedabad,2012,34000,Petrol,First,17.4 kmpl,1497 CC,5.75
Mercedes-Benz,GLA Class,Chennai,2016,60000,Diesel,Second,17.9 kmpl,2143 CC,17.55
Hyundai,Creta 1.4,Jaipur,2015,32000,Diesel,First,21.38 kmpl,1396 CC,10.25
Ford,Fiesta Classic,Kochi,2012,79985,Diesel,First,17.8 kmpl,1399 CC,3.16
Audi,A4 2.0,Bangalore,2014,37600,Diesel,Second,16.55 kmpl,1968 CC,22.5
Hyundai,i10 Magna,Kochi,2015,31965,Petrol,First,19.81 kmpl,1086 CC,3.55
BMW,3 Series,Kochi,2010,70749,Petrol,First,12.05 kmpl,1995 CC,9.86
BMW,7 Series,Chennai,2013,38000,Diesel,First,16.46 kmpl,2993 CC,45.0
Hyundai,Verna 1.6,Kochi,2017,41534,Petrol,First,17.01 kmpl,1591 CC,7.99
Volkswagen,Ameo 1.5,Jaipur,2017,54455,Diesel,First,22.0 kmpl,1498 CC,6.5
Chevrolet,Aveo 1.4,Kolkata,2007,42000,Petrol,First,14.49 kmpl,1399 CC,0.75
Chevrolet,Cruze LTZ,Coimbatore,2018,52073,Diesel,Second,18.3 kmpl,1991 CC,9.87
Hyundai,i20 1.4,Kochi,2018,40175,Diesel,Second,22.54 kmpl,1396 CC,6.36
Honda,BRV i-VTEC,Mumbai,2017,16503,Petrol,First,16.0 kmpl,1497 CC,9.5
Hyundai,Xcent 1.2,Kochi,2017,15029,Petrol,First,19.1 kmpl,1197 CC,6.05
Maruti,Alto 800,Mumbai,2013,26200,CNG,First,30.46 km/kg,796 CC,2.15
Hyundai,Grand i10,Hyderabad,2015,76362,Diesel,First,24.0 kmpl,1120 CC,5.5
Maruti,Alto LXi,Kolkata,2007,18700,Petrol,Second,19.7 kmpl,796 CC,1.25
Toyota,Innova 2.5,Coimbatore,2015,67585,Diesel,First,12.99 kmpl,2494 CC,11.99
